period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2018-04-01,Northwestern,Mufumbwe,2,5993,11806,NA,NA
2018-04-01,Northwestern,Mushindamo,40,5334,8496,NA,NA
2018-04-01,Northwestern,Mwinilunga,117,8864,14139,NA,NA
2018-04-01,Northwestern,Solwezi,1452,12870,23400,NA,NA
2018-04-01,Northwestern,Zambezi,71,11620,17202,NA,NA
2018-04-01,Southern,Chikankata,NA,80,1247,33,639
2018-04-01,Southern,Choma,NA,125,3855,35,2910
2018-04-01,Southern,Gwembe,389,1144,4666,1199,2628
2018-04-01,Southern,Kalomo,1,263,4068,269,3179
2018-04-01,Southern,Kazungula,89,84,1928,267,2954
2018-04-01,Southern,Livingstone,NA,72,1223,1,338
2018-04-01,Southern,Mazabuka,NA,160,2081,20,1188
2018-04-01,Southern,Monze,6,96,3048,22,998
2018-04-01,Southern,Namwala,NA,49,1864,32,1078
2018-04-01,Southern,Pemba,NA,50,2222,28,661
2018-04-01,Southern,Siavonga,NA,617,3443,300,983
2018-04-01,Southern,Sinazongwe,47,2921,10919,2677,6456
2018-04-01,Southern,Zimba,NA,128,1857,125,1107
2018-04-01,Western,Kalabo,870,6968,12943,3938,5893
2018-04-01,Western,Kaoma,279,14008,21885,5593,7676
2018-04-01,Western,Limulunga,1204,4529,6533,NA,NA
2018-04-01,Western,Luampa,31,5446,9766,1518,2543
2018-04-01,Western,Lukulu,NA,12733,21205,NA,NA
2018-04-01,Western,Mitete,1,3000,4470,270,565
2018-04-01,Western,Mongu,1654,12281,21584,NA,NA
2018-04-01,Western,Mulobezi,25,2719,4877,2959,5757
2018-04-01,Western,Mwandi,209,949,1543,430,846
2018-04-01,Western,Nalolo,300,3199,6745,963,2200
2018-04-01,Western,Nkeyema,2257,3870,5409,1960,3155
2018-04-01,Western,Senanga,1554,14360,21810,19,38
2018-04-01,Western,Sesheke,15,1613,5977,1223,2583
2018-04-01,Western,Shang'ombo,NA,3187,6216,3489,6481
2018-04-01,Western,Sikongo,521,3145,3999,1084,1797
2018-04-01,Western,Sioma,2,2391,7724,1648,3641
2018-04-01,NA,NA,NA,NA,NA,79,146
2018-05-01,Central,Chibombo,19,6681,15353,NA,NA
2018-05-01,Central,Chisamba,2,6220,13372,NA,NA
2018-05-01,Central,Chitambo,517,2508,4378,NA,NA
2018-05-01,Central,Itezhi-tezhi,NA,1040,4094,660,1821
2018-05-01,Central,Kabwe,112,8777,18597,NA,NA
2018-05-01,Central,Kapiri-Mposhi,820,31843,10568,NA,NA
2018-05-01,Central,Luano,NA,5029,7259,NA,NA
2018-05-01,Central,Mkushi,46,9326,18457,NA,NA
2018-05-01,Central,Mumbwa,1,2161,8381,1841,4331
2018-05-01,Central,Ngabwe,NA,1505,3933,NA,NA
2018-05-01,Central,Serenje,345,5586,9586,NA,NA
2018-05-01,Central,Shibuyunji,26,57,1126,21,288
2018-05-01,Copperbelt,Chililabombwe,350,3175,7455,NA,NA
2018-05-01,Copperbelt,Chingola,NA,4604,5314,NA,NA
2018-05-01,Copperbelt,Kalulushi,15,6042,12643,NA,NA
2018-05-01,Copperbelt,Kitwe,2443,10073,25180,NA,NA
2018-05-01,Copperbelt,Luanshya,74,10546,13515,NA,NA
2018-05-01,Copperbelt,Lufwanyama,310,13376,16190,NA,NA
2018-05-01,Copperbelt,Masaiti,31,14329,4694,NA,NA
2018-05-01,Copperbelt,Mpongwe,369,17922,908,NA,NA
2018-05-01,Copperbelt,Mufulira,341,2970,1904,NA,NA
2018-05-01,Copperbelt,Ndola,253,5615,22596,NA,NA
2018-05-01,Eastern,Chadiza,14,10446,17056,NA,NA
2018-05-01,Eastern,Chasefu,706,9218,15565,NA,NA
2018-05-01,Eastern,Chipangali,60,25647,47332,NA,NA
2018-05-01,Eastern,Chipata,19,17682,38785,NA,NA
2018-05-01,Eastern,Kasenengwa,114,12322,19480,NA,NA
2018-05-01,Eastern,Katete,6,13540,28686,NA,NA
2018-05-01,Eastern,Lumezi,1505,15294,21762,NA,NA
2018-05-01,Eastern,Lundazi,2148,11819,17979,NA,NA
2018-05-01,Eastern,Lusangazi,531,6099,12107,NA,NA
2018-05-01,Eastern,Mambwe,NA,14388,22925,NA,NA
2018-05-01,Eastern,Nyimba,17,11154,19176,NA,NA
2018-05-01,Eastern,Petauke,11,12763,29558,44,57
2018-05-01,Eastern,Sinda,860,10428,20678,NA,NA
2018-05-01,Eastern,Vubwi,NA,7932,13706,NA,NA
2018-05-01,Luapula,Chembe,NA,2058,3442,NA,NA
2018-05-01,Luapula,Chienge,170,4379,7020,NA,NA
2018-05-01,Luapula,Chifunabuli,13,4216,3150,NA,NA
2018-05-01,Luapula,Chipili,3,2208,3864,NA,NA
2018-05-01,Luapula,Kawambwa,25,3857,7868,NA,NA
2018-05-01,Luapula,Lunga,NA,579,915,NA,NA
2018-05-01,Luapula,Mansa,1295,15860,25652,NA,NA
2018-05-01,Luapula,Milenge,22,3231,4463,NA,NA
2018-05-01,Luapula,Mwansabombwe,21,1927,5277,NA,NA
2018-05-01,Luapula,Mwense,NA,6315,14750,NA,NA
2018-05-01,Luapula,Nchelenge,25,5706,12406,0,0
2018-05-01,Luapula,Samfya,219,6280,8808,NA,NA
2018-05-01,Lusaka,Chilanga,99,331,2321,NA,NA
2018-05-01,Lusaka,Chirundu,NA,268,1635,121,500
2018-05-01,Lusaka,Chongwe,193,877,5726,NA,NA
2018-05-01,Lusaka,Kafue,64,361,2974,59,229
2018-05-01,Lusaka,Luangwa,39,1506,4175,NA,NA
2018-05-01,Lusaka,Lusaka,1447,1354,14600,NA,NA
2018-05-01,Lusaka,Rufunsa,14,6082,11303,NA,NA
2018-05-01,Muchinga,Chama,31,14771,27071,NA,NA
2018-05-01,Muchinga,Chinsali,NA,6218,9515,NA,NA
2018-05-01,Muchinga,Isoka,NA,6521,10623,NA,NA
2018-05-01,Muchinga,Kanchibiya,286,4359,5657,NA,NA
2018-05-01,Muchinga,Lavushimanda,NA,2228,3071,NA,NA
2018-05-01,Muchinga,Mafinga,29,2792,5795,NA,NA
2018-05-01,Muchinga,Mpika,916,6387,13638,NA,NA
2018-05-01,Muchinga,Nakonde,1,1387,5464,NA,NA
2018-05-01,Muchinga,Shiwang'andu,NA,4842,7454,NA,NA
2018-05-01,Northern,Chilubi,463,3788,6913,NA,NA
2018-05-01,Northern,Kaputa,1,2920,5187,NA,NA
2018-05-01,Northern,Kasama,19,12327,19794,NA,NA
2018-05-01,Northern,Lunte,NA,2453,4123,NA,NA
2018-05-01,Northern,Lupososhi,NA,1833,3046,NA,NA
2018-05-01,Northern,Luwingu,57,3275,6437,NA,NA
2018-05-01,Northern,Mbala,35,6223,8491,NA,NA
2018-05-01,Northern,Mporokoso,NA,1168,2757,NA,NA
2018-05-01,Northern,Mpulungu,1,2181,3308,NA,NA
2018-05-01,Northern,Mungwi,324,9302,14749,NA,NA
2018-05-01,Northern,Nsama,2,1116,2159,NA,NA
2018-05-01,Northern,Senga,3,5239,9746,NA,NA
2018-05-01,Northwestern,Chavuma,138,3520,2273,NA,NA
2018-05-01,Northwestern,Ikelenge,30,3169,6217,NA,NA
2018-05-01,Northwestern,Kabompo,NA,2582,4841,NA,NA
2018-05-01,Northwestern,Kalumbila,771,10326,18223,NA,NA
2018-05-01,Northwestern,Kasempa,248,5449,8511,NA,NA
2018-05-01,Northwestern,Manyinga,224,2449,5649,NA,NA
2018-05-01,Northwestern,Mufumbwe,26,4112,8190,NA,NA
2018-05-01,Northwestern,Mushindamo,NA,3877,5907,NA,NA
2018-05-01,Northwestern,Mwinilunga,63,8164,10856,NA,NA
2018-05-01,Northwestern,Solwezi,933,8664,21083,NA,NA
2018-05-01,Northwestern,Zambezi,42,8495,13542,NA,NA
2018-05-01,Southern,Chikankata,NA,131,1669,36,581
2018-05-01,Southern,Choma,NA,182,4171,46,1591
2018-05-01,Southern,Gwembe,231,1341,4040,1003,2393
2018-05-01,Southern,Kalomo,NA,361,3130,155,2249
2018-05-01,Southern,Kazungula,70,63,1957,165,4446
2018-05-01,Southern,Livingstone,1,76,1212,3,307
2018-05-01,Southern,Mazabuka,NA,195,2306,25,994
2018-05-01,Southern,Monze,15,115,2231,34,669
2018-05-01,Southern,Namwala,NA,54,2319,23,1105
2018-05-01,Southern,Pemba,NA,91,1381,24,478
2018-05-01,Southern,Siavonga,NA,615,3491,417,937
2018-05-01,Southern,Sinazongwe,NA,1486,7538,1947,4131
2018-05-01,Southern,Zimba,NA,106,1685,107,1105
2018-05-01,Western,Kalabo,651,4569,9570,3230,4573
2018-05-01,Western,Kaoma,9,9889,17474,4915,6679
2018-05-01,Western,Limulunga,475,5278,9142,NA,NA
2018-05-01,Western,Luampa,126,4154,8498,1830,2615
2018-05-01,Western,Lukulu,8,7910,13159,NA,NA
2018-05-01,Western,Mitete,NA,2238,3557,435,622
2018-05-01,Western,Mongu,713,12283,21941,NA,NA
2018-05-01,Western,Mulobezi,1,1954,3709,2435,4401
2018-05-01,Western,Mwandi,2,494,799,250,617
2018-05-01,Western,Nalolo,72,2391,5231,1400,2829
2018-05-01,Western,Nkeyema,272,4769,8518,1488,2183
2018-05-01,Western,Senanga,1748,6499,11979,5491,7875
2018-05-01,Western,Sesheke,32,915,7265,936,1895
2018-05-01,Western,Shang'ombo,14,3154,4362,2525,5070
2018-05-01,Western,Sikongo,297,1891,3364,802,1404
2018-05-01,Western,Sioma,3,1546,6099,490,1253
2018-05-01,NA,NA,NA,NA,NA,32,86
2018-06-01,Central,Chibombo,24,4027,10214,NA,NA
2018-06-01,Central,Chisamba,NA,2073,8064,NA,NA
2018-06-01,Central,Chitambo,192,2889,4193,NA,NA
2018-06-01,Central,Itezhi-tezhi,NA,674,2861,332,1136
2018-06-01,Central,Kabwe,38,4535,15320,NA,NA
2018-06-01,Central,Kapiri-Mposhi,447,15898,29261,NA,NA
2018-06-01,Central,Luano,NA,2418,3726,NA,NA
2018-06-01,Central,Mkushi,17,4974,34980,NA,NA
2018-06-01,Central,Mumbwa,21,744,5993,768,2498
2018-06-01,Central,Ngabwe,NA,633,2410,NA,NA
2018-06-01,Central,Serenje,NA,4500,8537,NA,NA
2018-06-01,Central,Shibuyunji,NA,43,806,20,277
2018-06-01,Copperbelt,Chililabombwe,69,3213,6961,NA,NA
2018-06-01,Copperbelt,Chingola,13,3767,8018,NA,NA
2018-06-01,Copperbelt,Kalulushi,24,4223,10651,NA,NA
2018-06-01,Copperbelt,Kitwe,1653,7337,25991,NA,NA
2018-06-01,Copperbelt,Luanshya,303,6974,15484,NA,NA
2018-06-01,Copperbelt,Lufwanyama,644,9993,9904,0,23
2018-06-01,Copperbelt,Masaiti,33,10050,8948,NA,NA
2018-06-01,Copperbelt,Mpongwe,862,11987,741,NA,NA
2018-06-01,Copperbelt,Mufulira,298,2742,1758,NA,NA
2018-06-01,Copperbelt,Ndola,535,4347,21303,NA,NA
2018-06-01,Eastern,Chadiza,132,10435,19562,NA,NA
2018-06-01,Eastern,Chasefu,542,7166,13053,NA,NA
2018-06-01,Eastern,Chipangali,NA,17913,30765,NA,NA
2018-06-01,Eastern,Chipata,28,14382,37154,NA,NA
2018-06-01,Eastern,Kasenengwa,27,5764,14286,NA,NA
2018-06-01,Eastern,Katete,14,10057,22420,NA,NA
2018-06-01,Eastern,Lumezi,894,12952,19843,NA,NA
2018-06-01,Eastern,Lundazi,19,8991,18154,NA,NA
2018-06-01,Eastern,Lusangazi,1,5703,10278,NA,NA
2018-06-01,Eastern,Mambwe,NA,12835,21263,NA,NA
2018-06-01,Eastern,Nyimba,245,8899,16188,NA,NA
2018-06-01,Eastern,Petauke,2,9668,24560,64,134
2018-06-01,Eastern,Sinda,NA,8280,18609,NA,NA
2018-06-01,Eastern,Vubwi,302,5813,9991,NA,NA
2018-06-01,Luapula,Chembe,NA,1851,3158,NA,NA
2018-06-01,Luapula,Chienge,260,5096,8058,NA,NA
2018-06-01,Luapula,Chifunabuli,33,3997,6218,NA,NA
2018-06-01,Luapula,Chipili,NA,2151,3574,NA,NA
2018-06-01,Luapula,Kawambwa,159,3879,8580,NA,NA
2018-06-01,Luapula,Lunga,22,701,1272,NA,NA
2018-06-01,Luapula,Mansa,1027,15498,23135,NA,NA
2018-06-01,Luapula,Milenge,4,3187,4436,NA,NA
2018-06-01,Luapula,Mwansabombwe,5,2063,3774,NA,NA
2018-06-01,Luapula,Mwense,NA,6594,12434,NA,NA
2018-06-01,Luapula,Nchelenge,42,7356,13528,22,31
2018-06-01,Luapula,Samfya,193,5327,9035,NA,NA
2018-06-01,Lusaka,Chilanga,32,169,2383,NA,NA
2018-06-01,Lusaka,Chirundu,NA,132,1142,58,317
2018-06-01,Lusaka,Chongwe,58,486,4499,NA,NA
2018-06-01,Lusaka,Kafue,55,171,2786,26,148
2018-06-01,Lusaka,Luangwa,9,779,3221,NA,NA
2018-06-01,Lusaka,Lusaka,871,959,15281,NA,NA
2018-06-01,Lusaka,Rufunsa,16,3531,8438,NA,NA
2018-06-01,Muchinga,Chama,NA,12575,19674,NA,NA
2018-06-01,Muchinga,Chinsali,444,4964,6582,NA,NA
2018-06-01,Muchinga,Isoka,408,5687,9894,NA,NA
2018-06-01,Muchinga,Kanchibiya,14,3257,6042,NA,NA
2018-06-01,Muchinga,Lavushimanda,NA,1696,3050,NA,NA
2018-06-01,Muchinga,Mafinga,5,3480,5905,NA,NA
2018-06-01,Muchinga,Mpika,2251,5871,12527,NA,NA
2018-06-01,Muchinga,Nakonde,NA,1386,5513,NA,NA
2018-06-01,Muchinga,Shiwang'andu,NA,4026,5872,NA,NA
2018-06-01,Northern,Chilubi,22,4467,6773,NA,NA
2018-06-01,Northern,Kaputa,11,3215,5153,NA,NA
2018-06-01,Northern,Kasama,7,8486,14516,NA,NA
2018-06-01,Northern,Lunte,19,1814,2901,NA,NA
2018-06-01,Northern,Lupososhi,6,1598,3154,NA,NA
2018-06-01,Northern,Luwingu,2,4282,4816,NA,NA
2018-06-01,Northern,Mbala,1,3519,7887,NA,NA
2018-06-01,Northern,Mporokoso,NA,874,1714,NA,NA
2018-06-01,Northern,Mpulungu,NA,1591,3903,NA,NA
2018-06-01,Northern,Mungwi,151,7809,12013,NA,NA
2018-06-01,Northern,Nsama,2,1183,2196,NA,NA
2018-06-01,Northern,Senga,NA,5191,8710,NA,NA
2018-06-01,Northwestern,Chavuma,15,2142,1217,NA,NA
2018-06-01,Northwestern,Ikelenge,13,2937,6164,NA,NA
2018-06-01,Northwestern,Kabompo,NA,1903,4856,NA,NA
2018-06-01,Northwestern,Kalumbila,463,8712,14766,NA,NA
2018-06-01,Northwestern,Kasempa,318,3741,7125,NA,NA
2018-06-01,Northwestern,Manyinga,150,2485,5336,NA,NA
2018-06-01,Northwestern,Mufumbwe,1,3453,7347,NA,NA
2018-06-01,Northwestern,Mushindamo,NA,2580,5730,NA,NA
2018-06-01,Northwestern,Mwinilunga,89,6083,10245,NA,NA
2018-06-01,Northwestern,Solwezi,480,7260,22615,NA,NA
2018-06-01,Northwestern,Zambezi,33,6256,12316,NA,NA
2018-06-01,Southern,Chikankata,NA,45,1197,16,351
2018-06-01,Southern,Choma,NA,60,2429,20,1465
2018-06-01,Southern,Gwembe,109,658,2542,743,1634
2018-06-01,Southern,Kalomo,NA,227,2051,131,1986
2018-06-01,Southern,Kazungula,28,18,1429,92,2025
2018-06-01,Southern,Livingstone,60,33,926,7,316
2018-06-01,Southern,Mazabuka,NA,55,2044,13,1508
2018-06-01,Southern,Monze,NA,92,1788,21,606
2018-06-01,Southern,Namwala,NA,67,2054,15,1005
2018-06-01,Southern,Pemba,NA,42,1106,8,531
2018-06-01,Southern,Siavonga,NA,365,2023,358,968
2018-06-01,Southern,Sinazongwe,38,1896,4931,1572,3515
2018-06-01,Southern,Zimba,NA,30,1520,47,1170
2018-06-01,Western,Kalabo,50,3102,8461,2303,3521
2018-06-01,Western,Kaoma,60,5329,12282,2310,3403
2018-06-01,Western,Limulunga,18,2269,4950,NA,NA
2018-06-01,Western,Luampa,46,1590,4984,1114,1931
2018-06-01,Western,Lukulu,18,6245,12727,NA,NA
2018-06-01,Western,Mitete,NA,1581,3430,173,338
2018-06-01,Western,Mongu,485,6010,13991,NA,NA
2018-06-01,Western,Mulobezi,6,912,2557,830,2289
2018-06-01,Western,Mwandi,NA,125,903,186,436
2018-06-01,Western,Nalolo,28,1442,3588,991,1996
2018-06-01,Western,Nkeyema,704,2449,5101,834,1355
2018-06-01,Western,Senanga,211,3074,7938,2482,3860
2018-06-01,Western,Sesheke,2,400,3246,304,887
2018-06-01,Western,Shang'ombo,NA,682,2025,1016,2680
2018-06-01,Western,Sikongo,47,1552,3740,413,864
2018-06-01,Western,Sioma,16,671,3803,301,1009
2018-06-01,NA,NA,NA,NA,NA,14,24
2018-07-01,Central,Chibombo,NA,1622,7043,NA,NA
2018-07-01,Central,Chisamba,NA,762,4392,NA,NA
2018-07-01,Central,Chitambo,205,1577,2902,NA,NA
2018-07-01,Central,Itezhi-tezhi,NA,204,2227,142,919
2018-07-01,Central,Kabwe,50,1752,12344,NA,NA
2018-07-01,Central,Kapiri-Mposhi,6,7022,19023,NA,NA
2018-07-01,Central,Luano,NA,1538,3343,NA,NA
2018-07-01,Central,Mkushi,26,2405,4129,NA,NA
2018-07-01,Central,Mumbwa,8,254,3795,383,1870
2018-07-01,Central,Ngabwe,NA,230,1446,NA,NA
2018-07-01,Central,Serenje,NA,2435,4653,NA,NA
2018-07-01,Central,Shibuyunji,NA,32,604,11,218
2018-07-01,Copperbelt,Chililabombwe,292,1562,5503,NA,NA
2018-07-01,Copperbelt,Chingola,13,1801,8536,NA,NA
2018-07-01,Copperbelt,Kalulushi,12,1915,7546,NA,NA
2018-07-01,Copperbelt,Kitwe,1117,4439,21450,NA,NA
2018-07-01,Copperbelt,Luanshya,82,4538,12699,NA,NA
2018-07-01,Copperbelt,Lufwanyama,NA,5647,8837,NA,NA
2018-07-01,Copperbelt,Masaiti,28,6070,6743,NA,NA
2018-07-01,Copperbelt,Mpongwe,369,5395,4132,NA,NA
2018-07-01,Copperbelt,Mufulira,21,1486,2013,NA,NA
2018-07-01,Copperbelt,Ndola,2284,2479,19507,NA,NA
2018-07-01,Eastern,Chadiza,97,4436,11307,NA,NA
2018-07-01,Eastern,Chasefu,220,2573,7270,NA,NA
2018-07-01,Eastern,Chipangali,13,6941,17059,NA,NA
2018-07-01,Eastern,Chipata,5,6554,24324,NA,NA
2018-07-01,Eastern,Kasenengwa,NA,3461,9620,NA,NA
2018-07-01,Eastern,Katete,44,4093,16638,0,0
2018-07-01,Eastern,Lumezi,58,7181,13031,NA,NA
2018-07-01,Eastern,Lundazi,260,4772,13816,NA,NA
2018-07-01,Eastern,Lusangazi,43,3037,6382,NA,NA
2018-07-01,Eastern,Mambwe,NA,6844,13888,NA,NA
2018-07-01,Eastern,Nyimba,145,4416,10965,NA,NA
2018-07-01,Eastern,Petauke,NA,4136,20440,19,11
2018-07-01,Eastern,Sinda,1,3205,13192,NA,NA
2018-07-01,Eastern,Vubwi,NA,2943,8932,NA,NA
2018-07-01,Luapula,Chembe,NA,1245,2822,NA,NA
2018-07-01,Luapula,Chienge,139,3275,5877,NA,NA
2018-07-01,Luapula,Chifunabuli,7,1006,2993,NA,NA
2018-07-01,Luapula,Chipili,5,1448,2832,NA,NA
2018-07-01,Luapula,Kawambwa,7,2946,6180,NA,NA
2018-07-01,Luapula,Lunga,NA,408,824,NA,NA
2018-07-01,Luapula,Mansa,1000,9304,17018,NA,NA
2018-07-01,Luapula,Milenge,5,1642,3727,NA,NA
2018-07-01,Luapula,Mwansabombwe,NA,2576,3388,NA,NA
2018-07-01,Luapula,Mwense,244,5535,10194,NA,NA
2018-07-01,Luapula,Nchelenge,10,5642,10965,0,0
2018-07-01,Luapula,Samfya,154,3586,6736,NA,NA
2018-07-01,Lusaka,Chilanga,112,118,1775,NA,NA
2018-07-01,Lusaka,Chirundu,NA,61,923,44,308
2018-07-01,Lusaka,Chongwe,194,170,4148,NA,NA
2018-07-01,Lusaka,Kafue,33,98,2251,6,119
2018-07-01,Lusaka,Luangwa,6,423,2189,NA,NA
2018-07-01,Lusaka,Lusaka,1084,835,16190,NA,NA
2018-07-01,Lusaka,Rufunsa,9,1035,5449,NA,NA
2018-07-01,Muchinga,Chama,188,7340,13650,NA,NA
2018-07-01,Muchinga,Chinsali,NA,3515,5729,NA,NA
2018-07-01,Muchinga,Isoka,1068,2828,5496,NA,NA
2018-07-01,Muchinga,Kanchibiya,NA,2301,4386,NA,NA
2018-07-01,Muchinga,Lavushimanda,NA,1126,2497,NA,NA
2018-07-01,Muchinga,Mafinga,278,2161,3476,NA,NA
2018-07-01,Muchinga,Mpika,739,2303,6802,NA,NA
2018-07-01,Muchinga,Nakonde,61,1113,3696,NA,NA
2018-07-01,Muchinga,Shiwang'andu,NA,1663,3811,NA,NA
2018-07-01,Northern,Chilubi,104,2806,4192,NA,NA
2018-07-01,Northern,Kaputa,NA,3826,6395,NA,NA
2018-07-01,Northern,Kasama,7,4616,12183,NA,NA
2018-07-01,Northern,Lunte,NA,838,2461,NA,NA
2018-07-01,Northern,Lupososhi,NA,857,1780,NA,NA
2018-07-01,Northern,Luwingu,12,1990,4168,NA,NA
2018-07-01,Northern,Mbala,1,1942,3984,NA,NA
2018-07-01,Northern,Mporokoso,NA,1069,1758,NA,NA
2018-07-01,Northern,Mpulungu,NA,1461,3255,NA,NA
2018-07-01,Northern,Mungwi,166,4256,8650,NA,NA
2018-07-01,Northern,Nsama,2,1882,3472,NA,NA
2018-07-01,Northern,Senga,NA,3043,6808,NA,NA
2018-07-01,Northwestern,Chavuma,14,1606,1551,NA,NA
2018-07-01,Northwestern,Ikelenge,30,1484,4477,NA,NA
2018-07-01,Northwestern,Kabompo,12,831,2209,NA,NA
2018-07-01,Northwestern,Kalumbila,379,4588,10761,6,8
2018-07-01,Northwestern,Kasempa,21,1796,5920,NA,NA
2018-07-01,Northwestern,Manyinga,58,1204,3720,NA,NA
2018-07-01,Northwestern,Mufumbwe,NA,1709,5599,NA,NA
2018-07-01,Northwestern,Mushindamo,NA,1821,4230,NA,NA
2018-07-01,Northwestern,Mwinilunga,98,2968,5176,NA,NA
2018-07-01,Northwestern,Solwezi,271,3274,14716,NA,NA
2018-07-01,Northwestern,Zambezi,36,3534,9784,NA,NA
2018-07-01,Southern,Chikankata,NA,13,1025,22,359
2018-07-01,Southern,Choma,NA,65,2011,23,1370
2018-07-01,Southern,Gwembe,1,265,2138,480,1324
2018-07-01,Southern,Kalomo,NA,55,2040,55,1763
2018-07-01,Southern,Kazungula,NA,16,1331,30,2762
2018-07-01,Southern,Livingstone,37,2,946,3,339
2018-07-01,Southern,Mazabuka,NA,35,1476,4,897
2018-07-01,Southern,Monze,NA,22,1768,10,786
2018-07-01,Southern,Namwala,NA,1,1234,10,740
2018-07-01,Southern,Pemba,NA,11,960,20,917
2018-07-01,Southern,Siavonga,NA,257,2251,175,618
2018-07-01,Southern,Sinazongwe,37,1282,3553,684,2216
2018-07-01,Southern,Zimba,NA,7,1216,15,1091
2018-07-01,Western,Kalabo,19,1847,7544,1207,2107
2018-07-01,Western,Kaoma,135,2317,10763,1805,3087
2018-07-01,Western,Limulunga,162,1304,3356,NA,NA
2018-07-01,Western,Luampa,NA,838,3895,588,1391
2018-07-01,Western,Lukulu,10,3357,9251,NA,NA
2018-07-01,Western,Mitete,NA,1057,2322,65,134
2018-07-01,Western,Mongu,664,2827,8087,NA,NA
2018-07-01,Western,Mulobezi,NA,305,1502,397,2045
2018-07-01,Western,Mwandi,NA,76,350,85,394
2018-07-01,Western,Nalolo,17,548,2533,488,1525
2018-07-01,Western,Nkeyema,495,1229,3829,734,1416
2018-07-01,Western,Senanga,126,1389,6744,1325,2461
2018-07-01,Western,Sesheke,24,146,2684,222,1179
2018-07-01,Western,Shang'ombo,NA,238,1276,715,2450
2018-07-01,Western,Sikongo,43,1277,2680,190,451
2018-07-01,Western,Sioma,1,257,2705,176,865
2018-07-01,NA,NA,NA,NA,NA,11,18
2018-08-01,Central,Chibombo,NA,577,5976,NA,NA
2018-08-01,Central,Chisamba,NA,306,4507,NA,NA
2018-08-01,Central,Chitambo,NA,574,1228,NA,NA
2018-08-01,Central,Itezhi-tezhi,NA,105,2662,105,1203
2018-08-01,Central,Kabwe,51,792,11613,NA,NA
2018-08-01,Central,Kapiri-Mposhi,6,3642,14320,NA,NA
2018-08-01,Central,Luano,NA,1231,1909,NA,NA
2018-08-01,Central,Mkushi,4,1150,5949,NA,NA
2018-08-01,Central,Mumbwa,16,139,3318,102,1520
2018-08-01,Central,Ngabwe,NA,125,1746,NA,NA
2018-08-01,Central,Serenje,NA,1324,4458,NA,NA
2018-08-01,Central,Shibuyunji,1,7,681,5,185
2018-08-01,Copperbelt,Chililabombwe,23,987,4627,NA,NA
2018-08-01,Copperbelt,Chingola,4,1565,8100,NA,NA
2018-08-01,Copperbelt,Kalulushi,40,1316,8263,NA,NA
2018-08-01,Copperbelt,Kitwe,827,3373,20928,NA,NA
2018-08-01,Copperbelt,Luanshya,352,3605,10134,NA,NA
2018-08-01,Copperbelt,Lufwanyama,NA,2834,7773,NA,NA
2018-08-01,Copperbelt,Masaiti,94,4243,6547,NA,NA
2018-08-01,Copperbelt,Mpongwe,230,3130,7960,NA,NA
2018-08-01,Copperbelt,Mufulira,35,1160,4620,NA,NA
2018-08-01,Copperbelt,Ndola,2059,1748,18592,NA,NA
2018-08-01,Eastern,Chadiza,5,3076,8306,NA,NA
2018-08-01,Eastern,Chasefu,NA,1648,5847,NA,NA
2018-08-01,Eastern,Chipangali,155,4611,17642,NA,NA
2018-08-01,Eastern,Chipata,9,3360,20480,NA,NA
2018-08-01,Eastern,Kasenengwa,NA,1088,7445,NA,NA
2018-08-01,Eastern,Katete,NA,2238,14378,0,0
2018-08-01,Eastern,Lumezi,118,4667,10371,NA,NA
2018-08-01,Eastern,Lundazi,194,1851,10822,NA,NA
2018-08-01,Eastern,Lusangazi,NA,1580,5674,NA,NA
2018-08-01,Eastern,Mambwe,1,4738,12948,NA,NA
2018-08-01,Eastern,Nyimba,47,2199,9743,NA,NA
2018-08-01,Eastern,Petauke,NA,1390,16869,0,0
2018-08-01,Eastern,Sinda,2,1513,11153,NA,NA
2018-08-01,Eastern,Vubwi,NA,1413,5166,NA,NA
2018-08-01,Luapula,Chembe,NA,1180,2876,NA,NA
2018-08-01,Luapula,Chienge,227,4160,5929,NA,NA
2018-08-01,Luapula,Chifunabuli,37,3480,6833,NA,NA
2018-08-01,Luapula,Chipili,NA,1217,3217,NA,NA
2018-08-01,Luapula,Kawambwa,NA,2785,5934,NA,NA
2018-08-01,Luapula,Lunga,NA,515,1107,NA,NA
2018-08-01,Luapula,Mansa,1308,8241,16367,NA,NA
2018-08-01,Luapula,Milenge,17,1175,2909,NA,NA
2018-08-01,Luapula,Mwansabombwe,1,3024,5788,NA,NA
2018-08-01,Luapula,Mwense,43,6733,11072,NA,NA
2018-08-01,Luapula,Nchelenge,5,7454,14110,9,20
2018-08-01,Luapula,Samfya,103,4193,8444,NA,NA
2018-08-01,Lusaka,Chilanga,16,163,2688,NA,NA
2018-08-01,Lusaka,Chirundu,1,34,1262,30,334
2018-08-01,Lusaka,Chongwe,53,175,4263,NA,NA
2018-08-01,Lusaka,Kafue,49,77,2296,8,143
2018-08-01,Lusaka,Luangwa,9,293,2008,NA,NA
2018-08-01,Lusaka,Lusaka,961,683,17903,NA,NA
2018-08-01,Lusaka,Rufunsa,1,727,4924,NA,NA
2018-08-01,Muchinga,Chama,702,4622,9819,NA,NA
2018-08-01,Muchinga,Chinsali,35,2589,4723,NA,NA
