region,zone,woreda,year,population
Oromia,Borena,Elwaya,2022,33151
Somali,Nogob,Elwayne,2020,30067
Somali,Nogob,Elwayne,2018,28177
Somali,Nogob,Elwayne,2019,29106
Somali,Nogob,Elwayne,2021,31059
Somali,Nogob,Elwayne,2022,32084
SNNP,Guraghe,Emdebir City Admin,2020,4979
SNNP,Guraghe,Emdebir City Admin,2018,4666
SNNP,Guraghe,Emdebir City Admin,2019,4820
SNNP,Guraghe,Emdebir City Admin,2021,5143
SNNP,Guraghe,Emdebir City Admin,2022,5313
Amhara,East Gojam,Enarj Enawga,2020,205702
Amhara,East Gojam,Enarj Enawga,2018,192769
Amhara,East Gojam,Enarj Enawga,2019,199131
Amhara,East Gojam,Enarj Enawga,2021,212490
Amhara,East Gojam,Enarj Enawga,2022,219502
Tigray,Southern,Endamehoni,2020,96738
Tigray,Southern,Endamehoni,2018,90656
Tigray,Southern,Endamehoni,2019,93648
Tigray,Southern,Endamehoni,2021,99930
Tigray,Southern,Endamehoni,2022,103228
Tigray,South Eastern,Enderta,2020,73127
Tigray,South Eastern,Enderta,2018,68529
Tigray,South Eastern,Enderta,2019,70791
Tigray,South Eastern,Enderta,2021,75540
Tigray,South Eastern,Enderta,2022,78033
SNNP,Guraghe,Endiguagn,2020,59008
SNNP,Guraghe,Endiguagn,2018,55298
SNNP,Guraghe,Endiguagn,2019,57123
SNNP,Guraghe,Endiguagn,2021,60955
SNNP,Guraghe,Endiguagn,2022,62967
Amhara,East Gojam,Enebse Sarmder,2020,158986
Amhara,East Gojam,Enebse Sarmder,2018,148990
Amhara,East Gojam,Enebse Sarmder,2019,153907
Amhara,East Gojam,Enebse Sarmder,2021,164233
Amhara,East Gojam,Enebse Sarmder,2022,169652
Amhara,East Gojam,Enemay,2020,166157
Amhara,East Gojam,Enemay,2018,155711
Amhara,East Gojam,Enemay,2019,160849
Amhara,East Gojam,Enemay,2021,171640
Amhara,East Gojam,Enemay,2022,177304
SNNP,Guraghe,Enemorina Eaner,2020,218792
SNNP,Guraghe,Enemorina Eaner,2018,205036
SNNP,Guraghe,Enemorina Eaner,2019,211803
SNNP,Guraghe,Enemorina Eaner,2021,226012
SNNP,Guraghe,Enemorina Eaner,2022,233471
Amhara,North Shewa,Ensaro,2020,67855
Amhara,North Shewa,Ensaro,2018,63589
Amhara,North Shewa,Ensaro,2019,65687
Amhara,North Shewa,Ensaro,2021,70094
Amhara,North Shewa,Ensaro,2022,72407
Afar,Zone 2 (Kilbet Rasu),Erebti,2020,62581
Afar,Zone 2 (Kilbet Rasu),Erebti,2018,58646
Afar,Zone 2 (Kilbet Rasu),Erebti,2019,60582
Afar,Zone 2 (Kilbet Rasu),Erebti,2021,64646
Afar,Zone 2 (Kilbet Rasu),Erebti,2022,66779
Harari,Harari,Erer (Harari),2020,133682
Harari,Harari,Erer (Harari),2018,125277
Harari,Harari,Erer (Harari),2019,129411
Harari,Harari,Erer (Harari),2021,138094
Harari,Harari,Erer (Harari),2022,142651
Somali,Siti,Erer (Somali),2020,89690
Somali,Siti,Erer (Somali),2018,84051
Somali,Siti,Erer (Somali),2019,86825
Somali,Siti,Erer (Somali),2021,92650
Somali,Siti,Erer (Somali),2022,95707
Tigray,Eastern,Erob,2020,31123
Tigray,Eastern,Erob,2018,29166
Tigray,Eastern,Erob,2019,30129
Tigray,Eastern,Erob,2021,32150
Tigray,Eastern,Erob,2022,33211
SNNP,Dawuro,Esira,2020,85153
SNNP,Dawuro,Esira,2018,79799
SNNP,Dawuro,Esira,2019,82433
SNNP,Dawuro,Esira,2021,87963
SNNP,Dawuro,Esira,2022,90866
Afar,Zone 4 (Fantana Rasu),Ewa,2020,52620
Afar,Zone 4 (Fantana Rasu),Ewa,2018,49312
Afar,Zone 4 (Fantana Rasu),Ewa,2019,50939
Afar,Zone 4 (Fantana Rasu),Ewa,2021,54356
Afar,Zone 4 (Fantana Rasu),Ewa,2022,56150
SNNP,Guraghe,Ezha,2020,110840
SNNP,Guraghe,Ezha,2018,103871
SNNP,Guraghe,Ezha,2019,107299
SNNP,Guraghe,Ezha,2021,114498
SNNP,Guraghe,Ezha,2022,118276
SNNP,Gamo,Ezo /Kogota/,2020,18748
SNNP,Gamo,Ezo /Kogota/,2018,17569
SNNP,Gamo,Ezo /Kogota/,2019,18149
SNNP,Gamo,Ezo /Kogota/,2021,19367
SNNP,Gamo,Ezo /Kogota/,2022,20006
Amhara,Awi,Fagta Lakoma,2020,148549
Amhara,Awi,Fagta Lakoma,2018,139210
Amhara,Awi,Fagta Lakoma,2019,143803
Amhara,Awi,Fagta Lakoma,2021,153451
Amhara,Awi,Fagta Lakoma,2022,158515
Amhara,South Gondar,Farta,2020,175578
Amhara,South Gondar,Farta,2018,164539
Amhara,South Gondar,Farta,2019,169969
Amhara,South Gondar,Farta,2021,181372
Amhara,South Gondar,Farta,2022,187357
Oromia,East Hararge,Fedis,2020,154752
Oromia,East Hararge,Fedis,2018,145023
Oromia,East Hararge,Fedis,2019,149808
Oromia,East Hararge,Fedis,2021,159859
Oromia,East Hararge,Fedis,2022,165134
Oromia,East Shewa,Fentale,2020,83149
Oromia,East Shewa,Fentale,2018,77921
Oromia,East Shewa,Fentale,2019,80493
Oromia,East Shewa,Fentale,2021,85893
Oromia,East Shewa,Fentale,2022,88727
Somali,Shabelle,Ferfer,2020,50187
Somali,Shabelle,Ferfer,2018,47032
Somali,Shabelle,Ferfer,2019,48584
Somali,Shabelle,Ferfer,2021,51843
Somali,Shabelle,Ferfer,2022,53554
Oromia,North Shewa,Fiche Town,2020,44101
Oromia,North Shewa,Fiche Town,2018,41328
Oromia,North Shewa,Fiche Town,2019,42692
Oromia,North Shewa,Fiche Town,2021,45556
Oromia,North Shewa,Fiche Town,2022,47060
Somali,Erer,Fik,2020,91257
Somali,Erer,Fik,2018,85520
Somali,Erer,Fik,2019,88342
Somali,Erer,Fik,2021,94268
Somali,Erer,Fik,2022,97379
Somali,Liban,Filtu,2020,110688
Somali,Liban,Filtu,2018,103729
Somali,Liban,Filtu,2019,107152
Somali,Liban,Filtu,2021,114341
Somali,Liban,Filtu,2022,118114
Amhara,West Gojam,Finote Selam Town,2020,44416
Amhara,West Gojam,Finote Selam Town,2018,41624
Amhara,West Gojam,Finote Selam Town,2019,42997
Amhara,West Gojam,Finote Selam Town,2021,45882
Amhara,West Gojam,Finote Selam Town,2022,47396
Amhara,South Gondar,Fogera,2020,230615
Amhara,South Gondar,Fogera,2018,216116
Amhara,South Gondar,Fogera,2019,223248
Amhara,South Gondar,Fogera,2021,238225
Amhara,South Gondar,Fogera,2022,246087
Somali,Siti,Gablalu,2020,30009
Somali,Siti,Gablalu,2018,28122
Somali,Siti,Gablalu,2019,29050
Somali,Siti,Gablalu,2021,30999
Somali,Siti,Gablalu,2022,32022
SNNP,Mirab Omo,Gachit,2020,89379
SNNP,Mirab Omo,Gachit,2018,83760
SNNP,Mirab Omo,Gachit,2019,86524
SNNP,Mirab Omo,Gachit,2021,92329
SNNP,Mirab Omo,Gachit,2022,95375
SNNP,Gamo,Gacho Baba,2020,47297
SNNP,Gamo,Gacho Baba,2018,44323
SNNP,Gamo,Gacho Baba,2019,45786
SNNP,Gamo,Gacho Baba,2021,48858
SNNP,Gamo,Gacho Baba,2022,50470
Oromia,West Wellega,Gaji,2020,82042
Oromia,West Wellega,Gaji,2018,76884
Oromia,West Wellega,Gaji,2019,79421
Oromia,West Wellega,Gaji,2021,84749
Oromia,West Wellega,Gaji,2022,87546
Somali,Doolo,Galadi,2020,126277
Somali,Doolo,Galadi,2018,118338
Somali,Doolo,Galadi,2019,122243
Somali,Doolo,Galadi,2021,130444
Somali,Doolo,Galadi,2022,134749
Somali,Doolo,Galhamur,2020,36567
Somali,Doolo,Galhamur,2018,34268
Somali,Doolo,Galhamur,2019,35399
Somali,Doolo,Galhamur,2021,37774
Somali,Doolo,Galhamur,2022,39020
Gambela,Agnewak,Gambela National Park,2020,0
Gambela,Agnewak,Gambela National Park,2018,0
Gambela,Agnewak,Gambela National Park,2019,0
Gambela,Agnewak,Gambela National Park,2021,0
Gambela,Agnewak,Gambela National Park,2022,0
Gambela,Agnewak,Gambela Town,2020,76517
Gambela,Agnewak,Gambela Town,2018,71706
Gambela,Agnewak,Gambela Town,2019,74073
Gambela,Agnewak,Gambela Town,2021,79042
Gambela,Agnewak,Gambela Town,2022,81650
Gambela,Agnewak,Gambela Zuria,2020,14464
Gambela,Agnewak,Gambela Zuria,2018,13555
Gambela,Agnewak,Gambela Zuria,2019,14002
Gambela,Agnewak,Gambela Zuria,2021,14941
Gambela,Agnewak,Gambela Zuria,2022,15434
Tigray,Eastern,Ganta Afeshum,2020,101531
Tigray,Eastern,Ganta Afeshum,2018,95148
Tigray,Eastern,Ganta Afeshum,2019,98288
Tigray,Eastern,Ganta Afeshum,2021,104882
Tigray,Eastern,Ganta Afeshum,2022,108343
Somali,Nogob,Garbo,2020,48231
Somali,Nogob,Garbo,2018,45199
Somali,Nogob,Garbo,2019,46690
Somali,Nogob,Garbo,2021,49823
Somali,Nogob,Garbo,2022,51467
SNNP,Gamo,Garda Marta,2020,79802
SNNP,Gamo,Garda Marta,2018,74785
SNNP,Gamo,Garda Marta,2019,77253
SNNP,Gamo,Garda Marta,2021,82435
SNNP,Gamo,Garda Marta,2022,85156
Oromia,Bale,Gasera,2020,108211
Oromia,Bale,Gasera,2018,101408
Oromia,Bale,Gasera,2019,104754
Oromia,Bale,Gasera,2021,111782
Oromia,Bale,Gasera,2022,115471
Somali,Jarar,Gashamo,2020,99473
Somali,Jarar,Gashamo,2018,93219
Somali,Jarar,Gashamo,2019,96295
Somali,Jarar,Gashamo,2021,102756
Somali,Jarar,Gashamo,2022,106147
Oromia,Kelem Wellega,Gawo Kebe,2020,82332
Oromia,Kelem Wellega,Gawo Kebe,2018,77156
Oromia,Kelem Wellega,Gawo Kebe,2019,79702
Oromia,Kelem Wellega,Gawo Kebe,2021,85049
Oromia,Kelem Wellega,Gawo Kebe,2022,87856
Amhara,Wag Hamra,Gaz Gibla,2020,80400
Amhara,Wag Hamra,Gaz Gibla,2018,75345
Amhara,Wag Hamra,Gaz Gibla,2019,77832
Amhara,Wag Hamra,Gaz Gibla,2021,83053
Amhara,Wag Hamra,Gaz Gibla,2022,85794
Amhara,North Wello,Gazo,2020,22144
Amhara,North Wello,Gazo,2018,20752
Amhara,North Wello,Gazo,2019,21437
Amhara,North Wello,Gazo,2021,22875
Amhara,North Wello,Gazo,2022,23630
Oromia,Buno Bedele,Gechi,2020,97751
Oromia,Buno Bedele,Gechi,2018,91605
Oromia,Buno Bedele,Gechi,2019,94628
Oromia,Buno Bedele,Gechi,2021,100977
Oromia,Buno Bedele,Gechi,2022,104309
SNNP,Gedeo,Gedeb,2020,116815
SNNP,Gedeo,Gedeb,2018,109471
SNNP,Gedeo,Gedeb,2019,113083
SNNP,Gedeo,Gedeb,2021,120670
SNNP,Gedeo,Gedeb,2022,124652
Oromia,West Arsi,Gedeb Asasa,2020,258945
Oromia,West Arsi,Gedeb Asasa,2018,242665
Oromia,West Arsi,Gedeb Asasa,2019,250673
Oromia,West Arsi,Gedeb Asasa,2021,267490
Oromia,West Arsi,Gedeb Asasa,2022,276317
SNNP,Gedeo,Gedeb Town,2020,9855
SNNP,Gedeo,Gedeb Town,2018,9235
SNNP,Gedeo,Gedeb Town,2019,9540
SNNP,Gedeo,Gedeb Town,2021,10180
SNNP,Gedeo,Gedeb Town,2022,10516
SNNP,Guraghe,Gedebano Gutazer Welene,2020,121262
SNNP,Guraghe,Gedebano Gutazer Welene,2018,113638
SNNP,Guraghe,Gedebano Gutazer Welene,2019,117388
SNNP,Guraghe,Gedebano Gutazer Welene,2021,125264
SNNP,Guraghe,Gedebano Gutazer Welene,2022,129397
Oromia,Finfine Special,Gelana (Finfine),2020,14740
Oromia,Finfine Special,Gelana (Finfine),2018,13813
Oromia,Finfine Special,Gelana (Finfine),2019,14269
Oromia,Finfine Special,Gelana (Finfine),2021,15226
Oromia,Finfine Special,Gelana (Finfine),2022,15729
Oromia,West Guji,Gelana (West Guji),2020,97797
Oromia,West Guji,Gelana (West Guji),2018,91648
Oromia,West Guji,Gelana (West Guji),2019,94673
Oromia,West Guji,Gelana (West Guji),2021,101024
Oromia,West Guji,Gelana (West Guji),2022,104358
Afar,Zone 3 (Gabi Rasu),Gelealo,2020,34908
Afar,Zone 3 (Gabi Rasu),Gelealo,2018,32713
Afar,Zone 3 (Gabi Rasu),Gelealo,2019,33793
Afar,Zone 3 (Gabi Rasu),Gelealo,2021,36060
Afar,Zone 3 (Gabi Rasu),Gelealo,2022,37250
SNNP,South Omo,Gelila / North Ari,2020,87848
SNNP,South Omo,Gelila / North Ari,2018,82325
SNNP,South Omo,Gelila / North Ari,2019,85042
SNNP,South Omo,Gelila / North Ari,2021,90747
SNNP,South Omo,Gelila / North Ari,2022,93742
Oromia,West Hararge,Gemechis,2020,236629
Oromia,West Hararge,Gemechis,2018,221752
Oromia,West Hararge,Gemechis,2019,229070
Oromia,West Hararge,Gemechis,2021,244438
Oromia,West Hararge,Gemechis,2022,252504
SNNP,Dawuro,Gena,2020,57376
SNNP,Dawuro,Gena,2018,53769
SNNP,Dawuro,Gena,2019,55543
SNNP,Dawuro,Gena,2021,59269
SNNP,Dawuro,Gena,2022,61225
Amhara,West Gondar,Gendawuha Town,2020,42428
Amhara,West Gondar,Gendawuha Town,2018,39761
Amhara,West Gondar,Gendawuha Town,2019,41073
Amhara,West Gondar,Gendawuha Town,2021,43828
Amhara,West Gondar,Gendawuha Town,2022,45274
Dire Dawa,Dire Dawa urban,Gende Kore,2020,13230
Dire Dawa,Dire Dawa urban,Gende Kore,2018,12398
Dire Dawa,Dire Dawa urban,Gende Kore,2019,12807
Dire Dawa,Dire Dawa urban,Gende Kore,2021,13667
Dire Dawa,Dire Dawa urban,Gende Kore,2022,14118
Oromia,Jimma,Gera,2020,155009
Oromia,Jimma,Gera,2018,145263
Oromia,Jimma,Gera,2019,150057
Oromia,Jimma,Gera,2021,160124
Oromia,Jimma,Gera,2022,165408
Oromia,North Shewa,Gerar Jarso,2020,91426
Oromia,North Shewa,Gerar Jarso,2018,85678
Oromia,North Shewa,Gerar Jarso,2019,88505
Oromia,North Shewa,Gerar Jarso,2021,94443
Oromia,North Shewa,Gerar Jarso,2022,97560
SNNP,Gamo,Gerese,2020,166296
SNNP,Gamo,Gerese,2018,155841
SNNP,Gamo,Gerese,2019,160984
SNNP,Gamo,Gerese,2021,171784
SNNP,Gamo,Gerese,2022,177453
SNNP,Kefa,Gesha (Deka),2020,111013
SNNP,Kefa,Gesha (Deka),2018,104033
SNNP,Kefa,Gesha (Deka),2019,107467
SNNP,Kefa,Gesha (Deka),2021,114676
SNNP,Kefa,Gesha (Deka),2022,118461
SNNP,Wolayita,Gesuba Town,2020,5596
SNNP,Wolayita,Gesuba Town,2018,5244
SNNP,Wolayita,Gesuba Town,2019,5417
SNNP,Wolayita,Gesuba Town,2021,5781
SNNP,Wolayita,Gesuba Town,2022,5971
SNNP,Guraghe,Geta,2020,88815
SNNP,Guraghe,Geta,2018,83231
SNNP,Guraghe,Geta,2019,85978
SNNP,Guraghe,Geta,2021,91746
SNNP,Guraghe,Geta,2022,94774
Afar,Zone 3 (Gabi Rasu),Gewane,2020,38115
Afar,Zone 3 (Gabi Rasu),Gewane,2018,35719
Afar,Zone 3 (Gabi Rasu),Gewane,2019,36897
Afar,Zone 3 (Gabi Rasu),Gewane,2021,39373
Afar,Zone 3 (Gabi Rasu),Gewane,2022,40672
SNNP,Kefa,Gewata,2020,94084
SNNP,Kefa,Gewata,2018,88169
SNNP,Kefa,Gewata,2019,91078
SNNP,Kefa,Gewata,2021,97189
SNNP,Kefa,Gewata,2022,100396
SNNP,Gofa,Geze Gofa,2020,88904
SNNP,Gofa,Geze Gofa,2018,83315
SNNP,Gofa,Geze Gofa,2019,86064
SNNP,Gofa,Geze Gofa,2021,91838
SNNP,Gofa,Geze Gofa,2022,94868
SNNP,Hadiya,Gibe,2020,113183
SNNP,Hadiya,Gibe,2018,106067
SNNP,Hadiya,Gibe,2019,109567
SNNP,Hadiya,Gibe,2021,116918
SNNP,Hadiya,Gibe,2022,120776
Oromia,East Wellega,Gida Ayana,2020,144850
Oromia,East Wellega,Gida Ayana,2018,135743
Oromia,East Wellega,Gida Ayana,2019,140223
Oromia,East Wellega,Gida Ayana,2021,149630
Oromia,East Wellega,Gida Ayana,2022,154568
Oromia,Kelem Wellega,Gidami,2020,118056
Oromia,Kelem Wellega,Gidami,2018,110634
Oromia,Kelem Wellega,Gidami,2019,114285
Oromia,Kelem Wellega,Gidami,2021,121952
Oromia,Kelem Wellega,Gidami,2022,125976
Amhara,North Wello,Gidan,2020,184241
Amhara,North Wello,Gidan,2018,172658
Amhara,North Wello,Gidan,2019,178355
Amhara,North Wello,Gidan,2021,190321
Amhara,North Wello,Gidan,2022,196602
SNNP,Bench Maji,Gidi Bench,2020,42218
SNNP,Bench Maji,Gidi Bench,2018,39564
SNNP,Bench Maji,Gidi Bench,2019,40869
SNNP,Bench Maji,Gidi Bench,2021,43611
SNNP,Bench Maji,Gidi Bench,2022,45050
Oromia,West Wellega,Gimbi,2020,102859
Oromia,West Wellega,Gimbi,2018,96392
Oromia,West Wellega,Gimbi,2019,99573
Oromia,West Wellega,Gimbi,2021,106253
Oromia,West Wellega,Gimbi,2022,109760
Oromia,West Wellega,Gimbi Town,2020,49696
Oromia,West Wellega,Gimbi Town,2018,46572
Oromia,West Wellega,Gimbi Town,2019,48108
Oromia,West Wellega,Gimbi Town,2021,51336
Oromia,West Wellega,Gimbi Town,2022,53030
Oromia,East Shewa,Gimbichu,2020,119590
Oromia,East Shewa,Gimbichu,2018,112071
Oromia,East Shewa,Gimbichu,2019,115770
Oromia,East Shewa,Gimbichu,2021,123536
Oromia,East Shewa,Gimbichu,2022,127613
SNNP,Hadiya,Gimbichu Town,2020,5857
SNNP,Hadiya,Gimbichu Town,2018,5489
SNNP,Hadiya,Gimbichu Town,2019,5670
SNNP,Hadiya,Gimbichu Town,2021,6050
SNNP,Hadiya,Gimbichu Town,2022,6250
SNNP,Kefa,Gimbo,2020,107535
SNNP,Kefa,Gimbo,2018,100774
SNNP,Kefa,Gimbo,2019,104100
SNNP,Kefa,Gimbo,2021,111084
SNNP,Kefa,Gimbo,2022,114749
Oromia,West Shewa,Ginde Beret,2020,144790
Oromia,West Shewa,Ginde Beret,2018,135687
Oromia,West Shewa,Ginde Beret,2019,140165
Oromia,West Shewa,Ginde Beret,2021,149568
Oromia,West Shewa,Ginde Beret,2022,154504
Oromia,Bale,Ginir,2020,104901
Oromia,Bale,Ginir,2018,98306
Oromia,Bale,Ginir,2019,101550
Oromia,Bale,Ginir,2021,108363
Oromia,Bale,Ginir,2022,111939
Oromia,Bale,Ginir Town,2020,27433
Oromia,Bale,Ginir Town,2018,25708
Oromia,Bale,Ginir Town,2019,26557
Oromia,Bale,Ginir Town,2021,28338
Oromia,Bale,Ginir Town,2022,29273
Oromia,East Hararge,Girawa,2020,327662
Oromia,East Hararge,Girawa,2018,307062
Oromia,East Hararge,Girawa,2019,317195
Oromia,East Hararge,Girawa,2021,338475
Oromia,East Hararge,Girawa,2022,349645
Oromia,Guji,Girja (Harenfema),2020,68395
Oromia,Guji,Girja (Harenfema),2018,64095
Oromia,Guji,Girja (Harenfema),2019,66210
Oromia,Guji,Girja (Harenfema),2021,70652
Oromia,Guji,Girja (Harenfema),2022,72984
Amhara,North Shewa,Gishe Rabel,2020,71430
Amhara,North Shewa,Gishe Rabel,2018,66939
Amhara,North Shewa,Gishe Rabel,2019,69148
Amhara,North Shewa,Gishe Rabel,2021,73787
Amhara,North Shewa,Gishe Rabel,2022,76222
SNNP,South Omo,Gnangatom,2020,22793
SNNP,South Omo,Gnangatom,2018,21360
SNNP,South Omo,Gnangatom,2019,22065
SNNP,South Omo,Gnangatom,2021,23545
SNNP,South Omo,Gnangatom,2022,24322
Oromia,Bale,Goba,2020,55358
Oromia,Bale,Goba,2018,51878
Oromia,Bale,Goba,2019,53590
Oromia,Bale,Goba,2021,57185
Oromia,Bale,Goba,2022,59072
SNNP,Kefa,Goba,2020,78286
SNNP,Kefa,Goba,2018,73364
SNNP,Kefa,Goba,2019,75785
SNNP,Kefa,Goba,2021,80869
SNNP,Kefa,Goba,2022,83538
Oromia,West Hararge,Goba Koricha,2020,137628
Oromia,West Hararge,Goba Koricha,2018,128975
Oromia,West Hararge,Goba Koricha,2019,133231
Oromia,West Hararge,Goba Koricha,2021,142170
Oromia,West Hararge,Goba Koricha,2022,146861
Oromia,Bale,Goba Town,2020,51370
Oromia,Bale,Goba Town,2018,48140
Oromia,Bale,Goba Town,2019,49729
Oromia,Bale,Goba Town,2021,53065
Oromia,Bale,Goba Town,2022,54816
Oromia,East Wellega,Gobu Seyo,2020,56872
Oromia,East Wellega,Gobu Seyo,2018,53296
Oromia,East Wellega,Gobu Seyo,2019,55055
Oromia,East Wellega,Gobu Seyo,2021,58749
Oromia,East Wellega,Gobu Seyo,2022,60687
Somali,Afder,God-God,2020,19897
Somali,Afder,God-God,2018,18646
Somali,Afder,God-God,2019,19261
Somali,Afder,God-God,2021,20554
Somali,Afder,God-God,2022,21232
Somali,Shabelle,Gode,2020,22345
Somali,Shabelle,Gode,2018,20940
Somali,Shabelle,Gode,2019,21631
Somali,Shabelle,Gode,2021,23082
Somali,Shabelle,Gode,2022,23844
Gambela,Mejenger,Godere,2020,55058
Gambela,Mejenger,Godere,2018,51596
Gambela,Mejenger,Godere,2019,53299
Gambela,Mejenger,Godere,2021,56875
Gambela,Mejenger,Godere,2022,58752
Somali,Shabelle,Godey City,2020,59640
Somali,Shabelle,Godey City,2018,55890
Somali,Shabelle,Godey City,2019,57735
Somali,Shabelle,Godey City,2021,61608
Somali,Shabelle,Godey City,2022,63641
Gambela,Agnewak,Gog,2020,25570
Gambela,Agnewak,Gog,2018,23962
Gambela,Agnewak,Gog,2019,24753
Gambela,Agnewak,Gog,2021,26414
Gambela,Agnewak,Gog,2022,27285
Somali,Korahe,Goglo,2020,24871
Somali,Korahe,Goglo,2018,23307
Somali,Korahe,Goglo,2019,24076
Somali,Korahe,Goglo,2021,25692
Somali,Korahe,Goglo,2022,26540
Somali,Fafan,Goljano,2020,54373
Somali,Fafan,Goljano,2018,50955
Somali,Fafan,Goljano,2019,52636
Somali,Fafan,Goljano,2021,56167
Somali,Fafan,Goljano,2022,58021
Oromia,East Hararge,Golo Oda,2020,112261
Oromia,East Hararge,Golo Oda,2018,105203
Oromia,East Hararge,Golo Oda,2019,108675
Oromia,East Hararge,Golo Oda,2021,115966
Oromia,East Hararge,Golo Oda,2022,119792
Oromia,Arsi,Golocha,2020,140059
Oromia,Arsi,Golocha,2018,131253
Oromia,Arsi,Golocha,2019,135585
Oromia,Arsi,Golocha,2021,144681
Oromia,Arsi,Golocha,2022,149455
Oromia,Bale,Gololcha Bale,2020,138350
Oromia,Bale,Gololcha Bale,2018,129652
Oromia,Bale,Gololcha Bale,2019,133930
Oromia,Bale,Gololcha Bale,2021,142916
Oromia,Bale,Gololcha Bale,2022,147632
Oromia,Jimma,Goma,2020,292476
Oromia,Jimma,Goma,2018,274088
Oromia,Jimma,Goma,2019,283133
Oromia,Jimma,Goma,2021,302128
Oromia,Jimma,Goma,2022,312098
SNNP,Hadiya,Gombora,2020,142719
SNNP,Hadiya,Gombora,2018,133746
SNNP,Hadiya,Gombora,2019,138160
SNNP,Hadiya,Gombora,2021,147429
SNNP,Hadiya,Gombora,2022,152294
Oromia,Borena,Gomole,2020,31011
Oromia,Borena,Gomole,2018,29061
Oromia,Borena,Gomole,2019,30020
Oromia,Borena,Gomole,2021,32034
Oromia,Borena,Gomole,2022,33091
Amhara,East Gojam,Goncha Siso Enebse,2020,174598
Amhara,East Gojam,Goncha Siso Enebse,2018,163621
Amhara,East Gojam,Goncha Siso Enebse,2019,169020
Amhara,East Gojam,Goncha Siso Enebse,2021,180360
Amhara,East Gojam,Goncha Siso Enebse,2022,186312
Amhara,Central Gondar,Gonder City Adm.,2020,354230
Amhara,Central Gondar,Gonder City Adm.,2018,331959
Amhara,Central Gondar,Gonder City Adm.,2019,342914
Amhara,Central Gondar,Gonder City Adm.,2021,365920
Amhara,Central Gondar,Gonder City Adm.,2022,377995
Amhara,Central Gondar,Gonder Zuria,2020,227735
Amhara,Central Gondar,Gonder Zuria,2018,213417
Amhara,Central Gondar,Gonder Zuria,2019,220460
Amhara,Central Gondar,Gonder Zuria,2021,235250
Amhara,Central Gondar,Gonder Zuria,2022,243014
Amhara,West Gojam,Gonje,2020,123532
Amhara,West Gojam,Gonje,2018,115765
Amhara,West Gojam,Gonje,2019,119586
Amhara,West Gojam,Gonje,2021,127609
Amhara,West Gojam,Gonje,2022,131820
Oromia,Guji,Gora Dola,2020,82388
Oromia,Guji,Gora Dola,2018,77208
Oromia,Guji,Gora Dola,2019,79756
Oromia,Guji,Gora Dola,2021,85107
Oromia,Guji,Gora Dola,2022,87915
SNNP,Sidama,Gorche,2020,101308
SNNP,Sidama,Gorche,2018,94939
SNNP,Sidama,Gorche,2019,98072
SNNP,Sidama,Gorche,2021,104651
SNNP,Sidama,Gorche,2022,108105
SNNP,Mirab Omo,Gori Gesha,2020,27988
SNNP,Mirab Omo,Gori Gesha,2018,26228
SNNP,Mirab Omo,Gori Gesha,2019,27094
SNNP,Mirab Omo,Gori Gesha,2021,28912
SNNP,Mirab Omo,Gori Gesha,2022,29866
Oromia,Bale,Goro (Bale),2020,114975
Oromia,Bale,Goro (Bale),2018,107746
Oromia,Bale,Goro (Bale),2019,111302
Oromia,Bale,Goro (Bale),2021,118769
Oromia,Bale,Goro (Bale),2022,122689
Oromia,South West Shewa,Goro (SW Shewa),2020,62694
Oromia,South West Shewa,Goro (SW Shewa),2018,58752
Oromia,South West Shewa,Goro (SW Shewa),2019,60691
Oromia,South West Shewa,Goro (SW Shewa),2021,64763
Oromia,South West Shewa,Goro (SW Shewa),2022,66900
Somali,Liban,Goro Baqaqsa,2020,66051
Somali,Liban,Goro Baqaqsa,2018,61898
Somali,Liban,Goro Baqaqsa,2019,63941
Somali,Liban,Goro Baqaqsa,2021,68231
Somali,Liban,Goro Baqaqsa,2022,70482
Oromia,East Hararge,Goro Gutu,2020,199395
Oromia,East Hararge,Goro Gutu,2018,186859
Oromia,East Hararge,Goro Gutu,2019,193025
Oromia,East Hararge,Goro Gutu,2021,205975
Oromia,East Hararge,Goro Gutu,2022,212772
Oromia,East Hararge,Goro Muti,2020,110405
Oromia,East Hararge,Goro Muti,2018,103464
Oromia,East Hararge,Goro Muti,2019,106878
Oromia,East Hararge,Goro Muti,2021,114048
Oromia,East Hararge,Goro Muti,2022,117812
Somali,Siti,Gota-Biki,2020,47332
Somali,Siti,Gota-Biki,2018,44356
Somali,Siti,Gota-Biki,2019,45820
Somali,Siti,Gota-Biki,2021,48894
Somali,Siti,Gota-Biki,2022,50507
Amhara,Awi,Guagusa Shikudad,2020,100472
Amhara,Awi,Guagusa Shikudad,2018,94155
Amhara,Awi,Guagusa Shikudad,2019,97262
Amhara,Awi,Guagusa Shikudad,2021,103788
Amhara,Awi,Guagusa Shikudad,2022,107213
Amhara,Awi,Guangua,2020,217395
Amhara,Awi,Guangua,2018,203727
Amhara,Awi,Guangua,2019,210450
Amhara,Awi,Guangua,2021,224569
Amhara,Awi,Guangua,2022,231980
Benishangul Gumz,Metekel,Guba,2020,22323
Benishangul Gumz,Metekel,Guba,2018,20920
Benishangul Gumz,Metekel,Guba,2019,21610
Benishangul Gumz,Metekel,Guba,2021,23060
Benishangul Gumz,Metekel,Guba,2022,23821
